"OBJECTID","station_european_code","station_local_code","country_iso_code","country_name","station_name","station_start_date","station_end_date","type_of_station","station_ozone_classification","station_type_of_area","station_subcat_rural_back","street_type","station_longitude_deg","station_latitude_deg","station_altitude","station_city","lau_level1_code","lau_level2_code","lau_level2_name","EMEP_station","arcgis_longitude","arcgis_latitude"
1058,"DEBB052","DEBB052","DE","Germany","Potsdam-Michendorfer Chaussee",9.6336e+11,"2007-04-17","Background","suburban","suburban","unknown",NA,13.048529,52.348282,50,"POTSDAM",NA,"12054000","Potsdam, Stadt","no",13.0485229491166,52.3483276364902
1059,"DEBB053","DEBB053","DE","Germany","Hasenholz",974764800000,NA,"Background","rural","rural","regional",NA,14.015253,52.563835,88,"BUCKOW","120645408",NA,"Buckow (Märkische Schweiz), Stadt","no",14.0153198238872,52.5639038085806
1060,"DEBB054","DEBB054","DE","Germany","Potsdam Zeppelinstr.",983923200000,NA,"Traffic",NA,"urban","unknown",NA,13.037476,52.393936,31,"POTSDAM",NA,"12054000","Potsdam, Stadt","no",13.0374755863301,52.3939208985622
1061,"DEBB055","DEBB055","DE","Germany","Brandenburg a.d. Havel",1001894400000,NA,"Background","suburban","suburban","unknown",NA,12.552303,52.420444,33,NA,NA,"12051000","Brandenburg an der Havel, Stadt","no",12.5523071291702,52.4204711916057
1062,"DEBB056","DEBB056","DE","Germany","Paulinenaue",930787200000,NA,"Background",NA,"rural","regional",NA,12.734189,52.689953,29,NA,"120635302",NA,"Paulinenaue","no",12.7343139651305,52.6898803711788
1063,"DEBB057","DEBB057","DE","Germany","Schwedt, Fritz-Krumbach-Str.",988675200000,"2009-12-31","Background",NA,"suburban","unknown",NA,14.288856,53.066002,5,NA,NA,"12073532","Schwedt/Oder, Stadt","no",14.2888793944799,53.0661010744605
1064,"DEBB058","DEBB058","DE","Germany","Frankfurt (Oder) Landesumweltamt",991353600000,"2002-06-14","Background",NA,"suburban","unknown",NA,14.513461,52.32465,80,NA,NA,"12053000","Frankfurt (Oder), Stadt","no",14.5134887699075,52.3247070310233
1065,"DEBB059","DEBB059","DE","Germany","Nauen, Berliner Straße",7.6248e+11,"2009-03-13","Traffic",NA,"urban","unknown",NA,12.875014,52.60498,37,NA,NA,"12063208","Nauen, Stadt","no",12.8751220705961,52.6051025390407
1066,"DEBB060","DEBB060","DE","Germany","Eberswalde Breite Straße",992563200000,NA,"Traffic",NA,"urban","unknown",NA,13.822211,52.832466,20,NA,NA,"12060052","Eberswalde, Stadt","no",13.8223266602741,52.8325195314234
1067,"DEBB061","DEBB061","DE","Germany","Jüterbog Große Straße",1.011744e+12,"2003-02-12","Traffic",NA,"suburban","unknown",NA,13.085958,51.990475,75,NA,NA,"12072169","Jüterbog, Stadt","no",13.0858764652921,51.9904785158065
1068,"DEBB062","DEBB062","DE","Germany","Brandenburg Mühlendamm",1015977600000,"2003-02-20","Traffic",NA,"urban","unknown",NA,12.565639,52.412807,30,NA,NA,"12051000","Brandenburg an der Havel, Stadt","no",12.5656738279342,52.4129028322517
1069,"DEBB063","DEBB063","DE","Germany","Wittenberge",1038873600000,NA,"Background","suburban","suburban","unknown",NA,11.738461,52.998749,22,NA,NA,"12070424","Wittenberge, Stadt","no",11.7385253901912,52.9989013669707
1070,"DEBB064","DEBB064","DE","Germany","Cottbus",1039478400000,NA,"Background","urban","urban","unknown",NA,14.33455,51.746346,75,NA,NA,"12052000","Cottbus, Stadt","no",14.334472656395,51.7462768557135
1071,"DEBB065","DEBB065","DE","Germany","Lütte (Belzig)",1045180800000,NA,"Background","rural","rural","regional",NA,12.561389,52.194225,111,NA,NA,NA,NA,"no",12.5615234379467,52.1942749023463
1072,"DEBB066","DEBB066","DE","Germany","Spreewald",1050537600000,NA,"Background","rural","rural","regional",NA,14.057064,51.897598,52,NA,"120615113",NA,"Neu Zauche","no",14.0571289066169,51.8977050781932
1073,"DEBB067","DEBB067","DE","Germany","Nauen",1.06056e+12,NA,"Background","suburban","suburban","unknown",NA,12.885195,52.608608,31,NA,NA,"12063208","Nauen, Stadt","no",12.8853149415113,52.608703613171
1074,"DEBB068","DEBB068","DE","Germany","Bernau, Lohmühlenstr.",1042070400000,NA,"Traffic",NA,"urban","unknown",NA,13.58227,52.67765,71,NA,NA,"12060020","Bernau bei Berlin, Stadt","no",13.5822753906395,52.6776733395882
1075,"DEBB069","DEBB069","DE","Germany","Belzig, Niemegker Str.",1091059200000,"2007-01-02","Traffic",NA,"urban","unknown",NA,12.589189,52.142082,85,NA,NA,NA,NA,"no",12.5892944336454,52.1420898436479
1076,"DEBB070","DEBB070","DE","Germany","Freienhufen, Hauptstr.",1103587200000,"2006-01-04","Traffic",NA,"suburban","unknown",NA,13.96495,51.583092,122,NA,NA,"12066112","Großräschen, Stadt","no",13.9650878909153,51.5831298825651
1077,"DEBB071","DEBB071","DE","Germany","Potsdam, Behlertstr.",1.120176e+12,"2007-05-24","Traffic",NA,"urban","unknown",NA,13.067558,52.405437,30,NA,NA,"12054000","Potsdam, Stadt","no",13.0676879882736,52.4055175779234
1078,"DEBB072","DEBB072","DE","Germany","Teltow, Potsdamer Str.",1148342400000,"2008-01-02","Traffic",NA,"urban","unknown",NA,13.261775,52.401138,40,NA,NA,"12069616","Teltow, Stadt","no",13.2619018554584,52.4011230466934
1079,"DEBB073","DEBB073","DE","Germany","Potsdam, Großbeerenstr.",1149724800000,NA,"Traffic",NA,"urban","unknown",NA,13.094616,52.388874,32,NA,NA,"12054000","Potsdam, Stadt","no",13.0947265623684,52.3889160155547
1080,"DEBB074","DEBB074","DE","Germany","Lübben, Puschkinstr.",1166140800000,"2008-01-20","Traffic",NA,"urban","unknown",NA,13.890372,51.93774,51,NA,NA,"12061316","Lübben (Spreewald), Stadt","no",13.8905029297298,51.9376831056137
1081,"DEBB075","DEBB075","DE","Germany","Potsdam, Groß Glienicke",1.177632e+12,NA,"Background","rural","suburban","unknown",NA,13.123697,52.484165,39,NA,NA,"12054000","Potsdam, Stadt","no",13.1237182616386,52.4843139648706
1082,"DEBB076","DEBB076","DE","Germany","Cottbus, Depo-Meisenweg",6.62688e+11,NA,"Background",NA,"suburban","unknown",NA,14.316531,51.776119,68,NA,NA,"12052000","Cottbus, Stadt","no",14.3165283199112,51.7761230471296
1083,"DEBB077","DEBB077","DE","Germany","Neuglobsow",915148800000,NA,"Background",NA,"rural","regional",NA,13.032331,53.142368,65,NA,"120655502",NA,"Stechlin","no",13.0322875972737,53.1425170900001
1084,"DEBB078","DEBB078","DE","Germany","Neuruppin, Depo-Am See",820454400000,NA,"Background",NA,"suburban","unknown",NA,12.80705,52.903759,62,NA,NA,"12068320","Neuruppin, Stadt","no",12.8071289065414,52.9036865232418
1085,"DEBB079","DEBB079","DE","Germany","Spremberg, Depo Kantstr.",725846400000,"2010-01-04","Background",NA,"urban","unknown",NA,14.379461,51.568996,98,NA,NA,"12071372","Spremberg, Stadt","no",14.3795166012089,51.5690917968942
1086,"DEBB080","DEBB080","DE","Germany","Cottbus, Markgrafenmühle",965692800000,"2007-12-19","Background",NA,"rural","near city",NA,14.346786,51.738647,74,NA,NA,"12052000","Cottbus, Stadt","no",14.3469238281541,51.7387084963706
1087,"DEBB081","DEBB081","DE","Germany","Herzfelde (Rüdersdorf)",1.190592e+12,"2010-06-08","Industrial",NA,"rural","unknown",NA,13.849006,52.497551,54,NA,NA,"12064428","Rüdersdorf bei Berlin","no",13.8491210938341,52.4976806642449
1088,"DEBB082","DEBB082","DE","Germany","Königs Wusterhausen",1205971200000,NA,"Background","suburban","suburban","unknown",NA,13.619783,52.294636,35,NA,NA,"12061260","Königs Wusterhausen, Stadt","no",13.6198730464514,52.2946777345086
1089,"DEBB083","DEBB083","DE","Germany","Spremberg",1.241568e+12,NA,"Background","suburban","suburban","unknown",NA,14.3764,51.564503,99,NA,NA,"12071372","Spremberg, Stadt","no",14.376525878761,51.5645141604353
1090,"DEBB084","DEBB084","DE","Germany","Vogelsang (Brieskow.-F)",1250553600000,NA,"Industrial","suburban","suburban","unknown",NA,14.667089,52.179561,33,NA,"120675701",NA,"Vogelsang","no",14.6671142579342,52.1796874997546
1091,"DEBB085","DEBB085","DE","Germany","Spremberg, Trattendorf",1265932800000,"2012-01-03","Industrial","suburban","suburban","unknown",NA,14.383492,51.534531,103,NA,NA,"12071372","Spremberg, Stadt","no",14.3834838866937,51.5344848632238
1092,"DEBB086","DEBB086","DE","Germany","Blankenfelde-Mahlow",1274745600000,NA,"Background","suburban","suburban","unknown",NA,13.424304,52.349703,43,NA,NA,"12072017","Blankenfelde-Mahlow","no",13.424316406326,52.3496704100448
1093,"DEBB087","DEBB087","DE","Germany","Cottbus, W.-Külz-Str.",1291161600000,NA,"Traffic","urban","urban","unknown",NA,14.32555,51.754128,75,NA,NA,"12052000","Cottbus, Stadt","no",14.3256835935542,51.7540893554565
1094,"DEBB088","DEBB088","DE","Germany","Premnitz, OT Döberitz",1.362528e+12,NA,"Industrial","suburban","suburban","unknown",NA,12.370162,52.52401,30,NA,NA,NA,NA,"no",12.3703002932098,52.5241088869747
1095,"DEBB089","DEBB089","DE","Germany","Dep_Kleinmachnow",5.99616e+11,NA,"Background","rural","rural","unknown",NA,13.186497,52.398502,50,NA,NA,NA,NA,"no",13.1865234375353,52.3984985354243
1096,"DEBB090","DEBB090","DE","Germany","Dep_Cumlosen",5.99616e+11,NA,"Background","rural","rural","unknown",NA,11.636464,53.04187,50,NA,NA,NA,NA,"no",11.6364746089754,53.0418701172354
1097,"DEBB091","DEBB091","DE","Germany","WMN_Hohenwutzen",5.99616e+11,NA,"Background","rural","rural","unknown",NA,14.122803,52.836134,50,NA,NA,NA,NA,"no",14.1229248049614,52.8361206054701
1098,"DEBB092",NA,"DE","Germany",NA,NA,NA,"background",NA,"suburban",NA,NA,14.52596,52.33468,NA,NA,NA,NA,NA,NA,14.5258789065329,52.3347167969683
1099,"DEBB901","DEBB901","DE","Germany","Finsterwalde, 1991-1995",6.62688e+11,"1995-06-10","Background",NA,"urban","unknown",NA,13.715819,51.625862,107,"FINSTERWALDE",NA,NA,NA,"no",13.7158813476378,51.6259155274455
1100,"DEBB902","DEBB902","DE","Germany","Oranienburg, 1991-1995",665366400000,"1995-05-22","Background",NA,"urban","unknown",NA,13.239714,52.756477,35,"ORANIENBURG",NA,"12065256","Oranienburg, Stadt","no",13.2396850587198,52.7565307618839
1101,"DEBB903","DEBB903","DE","Germany","Potsdam-Hermannswerder, 89-1995",665366400000,"1995-06-14","Background",NA,"suburban","unknown",NA,13.039659,52.386749,32,"POTSDAM",NA,"12054000","Potsdam, Stadt","no",13.039672851142,52.3867187498547
1102,"DEBB904","DEBB904","DE","Germany","Spremberg, 1991-1995",6.62688e+11,"1995-07-03","Background",NA,"suburban","unknown",NA,14.374372,51.565536,100,"SPREMBERG",NA,"12071372","Spremberg, Stadt","no",14.3745117184518,51.5656738282679
1103,"DEBE001","DEBE001","DE","Germany","B Heiligensee-Krantorweg",623203200000,"1997-03-31","Background","suburban","suburban","unknown",NA,13.227053,52.621632,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2271118166934,52.621704101418
1104,"DEBE002","DEBE002","DE","Germany","B Hermsdorf-Glambecker Weg",5.99616e+11,"1992-04-30","Background",NA,"suburban","unknown",NA,13.290653,52.625179,50,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2907104493277,52.6253051758087
1105,"DEBE003","DEBE003","DE","Germany","B Lübars-Vierrutenberg",596937600000,"1995-10-31","Background",NA,"suburban","unknown",NA,13.338461,52.618809,40,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.3385009769531,52.6188964845138
1106,"DEBE004","DEBE004","DE","Germany","B Konradshöhe-Dorndreher Weg",615254400000,"1992-04-30","Background",NA,"rural","near city",NA,13.234217,52.587585,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2343139651607,52.5877075195664
1107,"DEBE005","DEBE005","DE","Germany","B Tegel-Buddestraße",544233600000,"2002-12-31","Background",NA,"suburban","unknown",NA,13.288054,52.587013,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2880859376818,52.5870971681214
1108,"DEBE006","DEBE006","DE","Germany","B Wittenau-Rödernallee",591667200000,"1995-03-31","Background",NA,"suburban","unknown",NA,13.344852,52.58638,45,"BERLIN",NA,NA,NA,"no",13.3449096677845,52.5864868163629
1109,"DEBE007","DEBE007","DE","Germany","B Falkenhagener Feld-Pionierstr.",596937600000,"1995-12-31","Background",NA,"suburban","unknown",NA,13.167762,52.557705,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.1679077145812,52.557678222477
1110,"DEBE008","DEBE008","DE","Germany","B Haselhorst-Rhenaniastr.",5.99616e+11,"1996-03-31","Background",NA,"suburban","unknown","Unknown",13.229622,52.555283,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2296752932056,52.555297851605
1111,"DEBE009","DEBE009","DE","Germany","B Tegel-Flughafen",596937600000,"1996-03-31","Background","suburban","suburban","unknown",NA,13.288475,52.55106,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2885131836175,52.5510864255224
1112,"DEBE010","DEBE010","DE","Germany","B Wedding-Amrumer Str.",468115200000,NA,"Background","urban","urban","unknown","Unknown",13.349116,52.543007,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.3491210938039,52.5430908203474
1113,"DEBE011","DEBE011","DE","Germany","B Wedding/Prenzl. Berg-Behmstr.",5.52096e+11,"2002-12-31","Traffic",NA,"suburban","unknown","Wide street: L/H > 1.5",13.39598,52.550889,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.3961181637934,52.5509033204662
1114,"DEBE012","DEBE012","DE","Germany","B Staaken-Weinmeisterhornweg",596937600000,"1996-03-31","Background",NA,"suburban","unknown",NA,13.168042,52.512768,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.1680908199822,52.512878417894
1115,"DEBE013","DEBE013","DE","Germany","B Tiefwerder-Havelchaussee",596937600000,"1992-04-30","Background",NA,"rural","near city",NA,13.217747,52.517396,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2178955079168,52.5175170899019
1116,"DEBE014","DEBE014","DE","Germany","B Charlottenburg-Stadtautobahn",533779200000,"2005-03-23","Traffic","urban","urban","unknown",NA,13.282186,52.517429,50,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2822875972888,52.5175170899019
1117,"DEBE015","DEBE015","DE","Germany","B Tiergarten-Bachstraße",617932800000,"2002-12-31","Traffic",NA,"urban","unknown",NA,13.339108,52.519043,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.3391113282897,52.5191040038801
1118,"DEBE016","DEBE016","DE","Germany","B Kreuzberg-Gitschiner Str.",510019200000,"1993-02-28","Background","urban","urban","unknown","Unknown",13.404471,52.497612,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4044799806986,52.4976806642449
1119,"DEBE017","DEBE017","DE","Germany","B Schmargendorf-Lentzeallee",510019200000,"1998-12-31","Background",NA,"suburban","unknown",NA,13.293638,52.470717,50,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2937011717756,52.4707031251686
1120,"DEBE018","DEBE018","DE","Germany","B Schöneberg-Belziger Straße",531187200000,NA,"Background",NA,"urban","unknown",NA,13.348775,52.485814,40,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.3488769532693,52.4859008787289
1121,"DEBE019","DEBE019","DE","Germany","B Hasenheide-Columbiadamm",596937600000,"1992-06-30","Background",NA,"urban","unknown",NA,13.417122,52.478056,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4171142578587,52.4780883789757
1122,"DEBE020","DEBE020","DE","Germany","B Neukölln-Ederstraße",596937600000,"1994-11-30","Background",NA,"urban","unknown",NA,13.455524,52.475426,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4555053713065,52.4755249023734
1123,"DEBE021","DEBE021","DE","Germany","B Zehlendorf-Argentinische Allee",604713600000,"1992-06-30","Background",NA,"suburban","unknown",NA,13.242742,52.445499,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2426757811677,52.4454956054419
1124,"DEBE022","DEBE022","DE","Germany","B Lichterfelde-Curtiusstr.",5.99616e+11,"1994-11-30","Background",NA,"suburban","unknown",NA,13.288215,52.441422,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2883300782165,52.4415283200714
1125,"DEBE023","DEBE023","DE","Germany","B Lankwitz-Leonorenstr.",615254400000,"1996-03-31","Background",NA,"suburban","unknown",NA,13.341258,52.444427,40,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.341308594,52.4445190430324
1126,"DEBE024","DEBE024","DE","Germany","B Mariendorf-Walnußweg",6.09984e+11,"1995-10-31","Background",NA,"suburban","unknown",NA,13.413211,52.440891,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4133300777749,52.4409179685678
1127,"DEBE025","DEBE025","DE","Germany","B Britz-Parchimer Allee",596937600000,"1997-03-31","Background",NA,"suburban","unknown",NA,13.457517,52.44664,35,"BERLIN",NA,NA,NA,"no",13.4575195316158,52.4467163083978
1128,"DEBE026","DEBE026","DE","Germany","B Lichterfelde-Wupperstr.",602294400000,"2002-11-14","Industrial",NA,"rural","unknown",NA,13.275528,52.409203,40,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2755126956554,52.4093017577066
1129,"DEBE027","DEBE027","DE","Germany","B Marienfelde-Schichauweg",6.07392e+11,NA,"Industrial","rural","rural","unknown","Wide street: L/H > 1.5",13.368103,52.398406,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.36810302756,52.3984985354243
1130,"DEBE028","DEBE028","DE","Germany","B Lichtenrade-Dielingsgrund",602294400000,"1995-10-31","Background",NA,"suburban","unknown","Unknown",13.409325,52.411282,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4093017580547,52.4113159180305
1131,"DEBE029","DEBE029","DE","Germany","B Rudow-Groß-Ziethener Ch.",189302400000,"1995-10-31","Background",NA,"suburban","unknown",NA,13.484278,52.411263,40,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4843139651758,52.4113159180305
1132,"DEBE030","DEBE030","DE","Germany","B Rudow-Künnekeweg",604713600000,"1995-10-31","Background",NA,"suburban","unknown",NA,13.519774,52.417999,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.5198974606785,52.41809082029
1133,"DEBE031","DEBE031","DE","Germany","B Lichtenrade-Paplitzer Str.",604713600000,"1992-05-31","Background",NA,"suburban","unknown",NA,13.404167,52.377024,45,"BERLIN",NA,"12072017","Blankenfelde-Mahlow","no",13.4042968752976,52.3770751955186
1134,"DEBE032","DEBE032","DE","Germany","B Grunewald (3.5 m)",528508800000,NA,"Background","rural","rural","near city",NA,13.225144,52.473192,50,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2252807617851,52.4733276368214
1135,"DEBE033","DEBE033","DE","Germany","B Siemensstadt-Motardstr.",5.52096e+11,"1992-05-31","Industrial","urban","urban","unknown","Unknown",13.259939,52.532494,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.2598876951492,52.5324707029766
1136,"DEBE034","DEBE034","DE","Germany","B Neukölln-Nansenstraße",510019200000,NA,"Background","urban","urban","unknown",NA,13.430844,52.489451,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4309082034567,52.4895019533313
1137,"DEBE035","DEBE035","DE","Germany","B Tempelhof-G.-Dunkel-Str.",554774400000,"1995-07-31","Industrial",NA,"urban","unknown",NA,13.415258,52.458839,50,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4152832029505,52.4589233396663
1138,"DEBE036","DEBE036","DE","Germany","B Reinickendorf-Emmentaler Str.",581126400000,"1991-12-31","Background","suburban","suburban","unknown",NA,13.355431,52.570534,40,NA,NA,"11000000","Berlin, Stadt","no",13.3555297855336,52.570678710843
1139,"DEBE037","DEBE037","DE","Germany","B Frohnau, Funkturm (324 m)",6.31152e+11,"2008-03-19","Background","rural","rural","near city",NA,13.295774,52.653433,50,NA,NA,NA,NA,"no",13.2958984374858,52.6535034178075
1140,"DEBE038","DEBE038","DE","Germany","B Wannsee, Funkturm (120 m)",6.31152e+11,"1993-12-31","Background","rural","rural","near city",NA,13.133189,52.417844,100,NA,NA,NA,NA,"no",13.1333007812172,52.4179077147073
1141,"DEBE042","DEBE042","DE","Germany","B Charlottenburg-O.-Suhr-A. (Turm, 60 m)",571017600000,"2007-12-31","Traffic","urban","urban","unknown",NA,13.3083,52.517175,35,NA,NA,NA,NA,"no",13.3082885741112,52.5172729491643
1142,"DEBE043","DEBE043","DE","Germany","B Schöneberg-Kärntener Str. (25 m)",570844800000,"2007-12-31","Background","urban","urban","unknown",NA,13.34828,52.477252,40,NA,NA,NA,NA,"no",13.3483276370663,52.4772949217895
1143,"DEBE044","DEBE044","DE","Germany","B Mitte-Parochialstr.",657417600000,"2004-02-26","Traffic","urban","urban","unknown",NA,13.408869,52.516792,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4088745121191,52.5169067382476
1144,"DEBE045","DEBE045","DE","Germany","B Pankow-Blankenfelder Str.",6.62688e+11,"2004-03-14","Traffic",NA,"suburban","unknown",NA,13.404022,52.591084,45,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4041137698966,52.5911254881823
1145,"DEBE046","DEBE046","DE","Germany","B Weißensee-Berliner Allee/Wegenerstr.",6.62688e+11,"1997-03-31","Traffic",NA,"urban","unknown",NA,13.4684,52.552559,50,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4685058592686,52.5526733398737
1146,"DEBE047","DEBE047","DE","Germany","B Friedrichshain-K.-Marx-Allee",6.62688e+11,"1996-03-31","Traffic",NA,"urban","unknown",NA,13.451705,52.515919,40,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.4517211912227,52.5159301760047
1147,"DEBE049","DEBE049","DE","Germany","B Schöneweide-Wilhelminenhofstr.",6.62688e+11,"1997-03-31","Traffic",NA,"urban","unknown",NA,13.519758,52.460239,35,"BERLIN",NA,"11000000","Berlin, Stadt","no",13.5198974606785,52.460327148538
